Location,Marital_Status,Num_Dependents,Disability_Above_60pct,Dependents_Have_Disability,Num_Dependents_With_Disability,Base_Salary_EUR,Social_Security_Rate_pct,Twelfths_Option,Meal_Card_Type,Year,Monthly_Net_Salary,Monthly_Gross_Salary,Annual_Gross_Salary,IRS_Retention_Rate,Annual_Employer_Cost,Monthly_Employer_Cost,IRS_Retention_Earnings_Twelfths,Extra_Compensation_Retention,Social_Security_Contribution,Net_Salary
continente,CAS1,1,false,true,1,2000,11,2x100%,not_available,2026,"1.038,33€","2.333,33€",28.000€,2.32%,34.650€,"2.887,50€",,"0,00€","128,33€","1.038,33€"
continente,CAS1,1,false,true,1,3000,11,2x100%,not_available,2026,"2.022,67€","2.333,33€",28.000€,2.32%,34.650€,"2.887,50€",,,,
continente,CAS1,1,false,true,1,5000,11,2x100%,not_available,2026,2.797€,3.500€,42.000€,9.09%,51.975€,"4.331,25€",,,,
continente,CAS1,1,false,true,1,10000,11,2x100%,not_available,2026,"4.215,67€","5.833,33€",70.000€,16.73%,86.625€,"7.218,75€",,,,
continente,CAS1,1,true,false,0,820,11, ,not_available,2026,"7.274,33€","11.666,67€",140.000€,26.65%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.274,33€"
continente,CAS1,1,true,false,0,1000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,CAS1,1,true,false,0,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,CAS1,1,true,false,0,2000,11, ,not_available,2026,1.335€,1.500€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
continente,CAS1,1,true,false,0,3000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,,,
continente,CAS1,1,true,false,0,5000,11, ,not_available,2026,2.560€,3.000€,42.000€,3.69%,51.975€,"4.331,25€",,"0,00€","330,00€","2.560,00€"
continente,CAS1,1,true,false,0,10000,11, ,not_available,2026,3.802€,5.000€,70.000€,12.98%,86.625€,"7.218,75€",,"0,00€","550,00€","3.802,00€"
continente,CAS1,1,true,false,0,820,11,1x50%,not_available,2026,2.560€,"854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","330,00€","2.560,00€"
continente,CAS1,1,true,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,CAS1,1,true,false,0,1500,11,1x50%,not_available,2026,"1.390,63€","1.562,50€",21.000€,0.00%,"25.987,50€","2.165,63€",,,,
