Location,Marital_Status,Num_Dependents,Disability_Above_60pct,Dependents_Have_Disability,Num_Dependents_With_Disability,Base_Salary_EUR,Social_Security_Rate_pct,Twelfths_Option,Meal_Card_Type,Year,Monthly_Net_Salary,Monthly_Gross_Salary,Annual_Gross_Salary,IRS_Retention_Rate,Annual_Employer_Cost,Monthly_Employer_Cost,IRS_Retention_Earnings_Twelfths,Extra_Compensation_Retention,Social_Security_Contribution,Net_Salary
madeira,CAS2,3,true,true,1,820,11, ,not_available,2026,"7.767,33€","11.666,67€",140.000€,22.42%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.767,33€"
madeira,CAS2,3,true,true,1,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
madeira,CAS2,3,true,true,1,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
madeira,CAS2,3,true,true,1,2000,11, ,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
madeira,CAS2,3,true,true,1,3000,11, ,not_available,2026,1.701€,2.000€,28.000€,3.96%,34.650€,"2.887,50€",,"0,00€","220,00€","1.701,00€"
madeira,CAS2,3,true,true,1,5000,11, ,not_available,2026,2.378€,3.000€,42.000€,9.77%,51.975€,"4.331,25€",,"0,00€","330,00€","2.378,00€"
madeira,CAS2,3,true,true,1,10000,11, ,not_available,2026,3.635€,5.000€,70.000€,16.31%,86.625€,"7.218,75€",,"0,00€","550,00€","3.635,00€"
madeira,CAS2,3,true,true,1,820,11,1x50%,not_available,2026,1.335€,1.500€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.335,00€"
madeira,CAS2,3,true,true,1,1000,11,1x50%,not_available,2026,2.378€,5.000€,70.000€,16.31%,86.625€,"7.218,75€",,"0,00€","220,00€","1.701,00€"
madeira,CAS2,3,true,true,1,1500,11,1x50%,not_available,2026,"760,21€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","1.100,00€","6.701,00€"
madeira,CAS2,3,true,true,1,2000,11,1x50%,not_available,2026,"1.390,63€","1.562,50€",21.000€,0.00%,"25.987,50€","2.165,63€",,,,
madeira,CAS2,3,true,true,1,3000,11,1x50%,not_available,2026,6.701€,10.000€,140.000€,22.00%,173.250€,"14.437,50€",,"0,00€","1.100,00€","6.701,00€"
madeira,CAS2,3,true,true,1,5000,11,1x50%,not_available,2026,"2.476,25€",3.125€,42.000€,9.77%,51.975€,"4.331,25€",,"0,00€","343,75€","2.476,25€"
madeira,CAS2,3,true,true,1,10000,11,1x50%,not_available,2026,"3.786,42€","5.208,33€",70.000€,16.31%,86.625€,"7.218,75€",,"0,00€","343,75€","2.476,25€"
madeira,CAS2,3,true,true,1,820,11,2x50%,not_available,2026,"6.979,83€","10.416,67€",140.000€,22.00%,173.250€,"14.437,50€",,,,
madeira,CAS2,3,true,true,1,1000,11,2x50%,not_available,2026,"3.786,42€","5.208,33€",70.000€,16.31%,86.625€,"7.218,75€",,"0,00€","572,92€","3.786,42€"
madeira,CAS2,3,true,true,1,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
madeira,CAS2,3,true,true,1,2000,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
madeira,CAS2,3,true,true,1,3000,11,2x50%,not_available,2026,"1.843,33€","2.166,67€",28.000€,3.96%,34.650€,"2.887,50€",,,,
madeira,CAS2,3,true,true,1,5000,11,2x50%,not_available,2026,"2.575,50€",3.250€,42.000€,9.77%,51.975€,"4.331,25€",,,,
madeira,CAS2,3,true,true,1,10000,11,2x50%,not_available,2026,"3.937,83€","5.416,67€",70.000€,16.31%,86.625€,"7.218,75€",,"0,00€","595,83€","3.937,83€"
madeira,CAS2,3,true,true,1,820,11,2x100%,not_available,2026,"7.258,67€","10.833,33€",140.000€,22.00%,173.250€,"14.437,50€",,"0,00€","1.191,67€","7.258,67€"
madeira,CAS2,3,true,true,1,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
madeira,CAS2,3,true,true,1,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
madeira,CAS2,3,true,true,1,2000,11,2x100%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.446,25€"
madeira,CAS2,3,true,true,1,3000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.557,50€"
madeira,CAS2,3,true,true,1,5000,11,2x100%,not_available,2026,"1.984,67€",3.500€,42.000€,9.77%,51.975€,"4.331,25€",,"0,00€","256,67€","1.984,67€"
madeira,CAS2,3,true,true,1,10000,11,2x100%,not_available,2026,"1.984,67€","2.333,33€",28.000€,3.96%,34.650€,"2.887,50€",,"0,00€","256,67€","1.984,67€"
